CID,BDATE,GEN
NASAW00011932,19840208,Female
NASAW00011933,19820901,Male
NASAW00011934,19830413,Male
NASAW00011935,19830519,Female
NASAW00011936,19821009,Male
NASAW00011937,19821203,Male
NASAW00011938,19830321,Male
NASAW00011939,19821220,Male
NASAW00011940,19830109,Male
NASAW00011941,19820526,Male
NASAW00011942,19541211,Male
NASAW00011943,19540827,Female
NASAW00011944,19560413,Female
NASAW00011945,19860311,Male
NASAW00011946,19560702,Female
NASAW00011947,19570420,Female
NASAW00011948,19561007,Female
NASAW00011949,19860505,Female
NASAW00011950,19850309,Female
NASAW00011951,19580203,Female
NASAW00011952,19600322,Male
NASAW00011953,19810303,Female
NASAW00011954,19810213,Male
NASAW00011955,19801002,Male
NASAW00011956,19850830,Female
NASAW00011957,19790209,Female
NASAW00011958,19780706,Male
NASAW00011959,19781005,Female
NASAW00011960,19781231,Female
NASAW00011961,19781222,Female
NASAW00011962,19820528,Female
NASAW00011963,19601210,Male
NASAW00011964,19670213,Male
NASAW00011965,19620418,Female
NASAW00011966,19670213,Male
NASAW00011967,19620810,Female
NASAW00011968,19640419,Female
NASAW00011969,19640122,Male
NASAW00011970,19841112,Female
NASAW00011971,19790303,Female
NASAW00011972,19790920,Female
NASAW00011973,19790803,Female
NASAW00011974,19790807,Male
NASAW00011975,19800402,Female
NASAW00011976,19700522,Female
NASAW00011977,19641119,Female
NASAW00011978,19771018,Male
NASAW00011979,19621105,Male
NASAW00011980,19630617,Female
NASAW00011981,19620803,Female
NASAW00011982,19621002,Female
NASAW00011983,19680224,Female
NASAW00011984,19621204,Male
NASAW00011985,19630518,Female
NASAW00011986,19690120,Male
NASAW00011987,19730526,Female
NASAW00011988,19680217,Female
NASAW00011989,19840320,Female
NASAW00011990,19680112,Female
NASAW00011991,19680207,Male
NASAW00011992,19720609,Female
NASAW00011993,19770912,Female
NASAW00011994,19771018,Female
NASAW00011995,19651212,Male
NASAW00011996,19660130,Female
NASAW00011997,19710404,Female
NASAW00011998,19660207,Female
NASAW00011999,19651203,Male
NASAW00012000,19700909,Female
NASAW00012001,19811230,Female
NASAW00012002,19690805,Female
NASAW00012003,19790904,Female
NASAW00012004,19741216,Male
NASAW00012005,19730713,Male
NASAW00012006,19730312,Male
NASAW00012007,19670123,Female
NASAW00012008,19670219,Female
NASAW00012009,19630131,Female
NASAW00012010,19620826,Male
NASAW00012011,19400816,Female
NASAW00012012,19711019,Female
NASAW00012013,19580904,Female
NASAW00012014,19540809,Male
NASAW00012015,19820106,Male
NASAW00012016,19810611,Female
NASAW00012017,19820426,Male
NASAW00012018,19860130,Male
NASAW00012019,19860513,Female
NASAW00012020,19850313,Female
NASAW00012021,19510813,Female
NASAW00012022,19860522,Male
NASAW00012023,19840105,Male
NASAW00012024,19831224,Male
NASAW00012025,19831216,Male
NASAW00012026,19840114,Male
NASAW00012027,19840424,Female
NASAW00012028,19830511,Female
NASAW00012029,19830415,Male
NASAW00012030,19820805,Female
NASAW00012031,19850417,Male
NASAW00012032,19841122,Male
NASAW00012033,19841029,Female
NASAW00012034,19460911,Male
NASAW00012035,19461220,Male
NASAW00012036,19460806,Female
NASAW00012037,19490313,Female
NASAW00012038,19490206,Male
NASAW00012039,19480812,Male
NASAW00012040,19820215,Male
NASAW00012041,19860603,Male
NASAW00012042,19810326,Male
NASAW00012043,19800320,Male
NASAW00012044,19791124,Female
NASAW00012045,19791223,Male
NASAW00012046,19800115,Female
NASAW00012047,19790922,Female
NASAW00012048,19830516,Female
NASAW00012049,19731009,Female
NASAW00012050,19780910,Male
NASAW00012051,19840319,Male
NASAW00012052,19721123,Female
NASAW00012053,19721111,Male
NASAW00012054,19731202,Male
NASAW00012055,19740520,Female
NASAW00012056,19471213,Male
NASAW00012057,19480911,Female
NASAW00012058,19481230,Female
NASAW00012059,19481129,Male
NASAW00012060,19481013,Male
NASAW00012061,19481105,Male
NASAW00012062,19491202,Male
NASAW00012063,19500308,Male
NASAW00012064,19551006,Male
NASAW00012065,19491231,Male
NASAW00012066,19500209,Male
NASAW00012067,19500514,Male
NASAW00012068,19491119,Female
NASAW00012069,19500501,Male
NASAW00012070,19500303,Male
NASAW00012071,19490930,Male
NASAW00012072,19500221,Male
NASAW00012073,19500220,Male
NASAW00012074,19610422,Female
NASAW00012075,19491224,Male
NASAW00012076,19550222,Female
NASAW00012077,19560317,Female
NASAW00012078,19500818,Male
NASAW00012079,19561009,Male
NASAW00012080,19511207,Female
NASAW00012081,19570601,Female
NASAW00012082,19520410,Female
NASAW00012083,19510828,Female
NASAW00012084,19530203,Male
NASAW00012085,19530623,Male
NASAW00012086,19530209,Female
NASAW00012087,19580710,Male
NASAW00012088,19530118,Female
NASAW00012089,19581020,Male
NASAW00012090,19540102,Female
NASAW00012091,19591109,Male
NASAW00012092,19530808,Male
NASAW00012093,19540508,Male
NASAW00012094,19540319,Female
NASAW00012095,19530824,Male
NASAW00012096,19530826,Female
NASAW00012097,19550513,Male
NASAW00012098,19550424,Female
NASAW00012099,19550518,Female
NASAW00012100,19541022,Male
NASAW00012101,19541022,Male
NASAW00012102,19541202,Male
NASAW00012103,19601008,Female
NASAW00012104,19600108,Female
NASAW00012105,19541113,Female
NASAW00012106,19551206,Male
NASAW00012107,19610811,Male
NASAW00012108,19610219,Male
NASAW00012109,19550917,Female
NASAW00012110,19550803,Female
NASAW00012111,19560201,Female
NASAW00012112,19551207,Female
NASAW00012113,19680216,Male
NASAW00012114,19570506,Male
NASAW00012115,19560807,Female
NASAW00012116,19560821,Female
NASAW00012117,19570130,Male
NASAW00012118,19670723,Female
NASAW00012119,19561128,Male
NASAW00012120,19580108,Male
NASAW00012121,19580325,Male
NASAW00012122,19580617,Female
NASAW00012123,20651212,Male
NASAW00012124,19620808,Female
NASAW00012125,19620712,Female
NASAW00012126,19630518,Female
NASAW00012127,19620613,Female
NASAW00012128,19671213,Female
NASAW00012129,19620321,Female
NASAW00012130,19620209,Female
NASAW00012131,19610415,Male
NASAW00012132,19610518,Female
NASAW00012133,19610624,Female
NASAW00012134,19660919,Male
NASAW00012135,19621009,Male
NASAW00012136,19380508,Male
NASAW00012137,19380504,Male
NASAW00012138,19390526,Male
NASAW00012139,19440311,Male
NASAW00012140,19700908,Male
NASAW00012141,19760916,Female
NASAW00012142,19810702,Female
NASAW00012143,19710513,Male
NASAW00012144,19710510,Female
NASAW00012145,19760930, 
NASAW00012146,19710111,Male
NASAW00012147,19700627,F
NASAW00012148,19700605,F
NASAW00012149,19750621,Female
NASAW00012150,19750809,Male
NASAW00012151,19691109,Male
NASAW00012152,19750323,Male
NASAW00012153,19620315,Female
NASAW00012154,19670721,Female
NASAW00012155,19671012,Female
NASAW00012156,19390712,Female
NASAW00012157,19400321,Male
NASAW00012158,19791018,Male
NASAW00012159,19741110,Female
NASAW00012160,19690523,Female
NASAW00012161,19740304,Female
NASAW00012162,19741216,Male
NASAW00012163,19690304,Male
NASAW00012164,19740409,Male
NASAW00012165,19671210,Male
NASAW00012166,19840306,Male
NASAW00012167,19680320,Male
NASAW00012168,19660809,Male
NASAW00012169,19721112,Female
NASAW00012170,19720104,Female
NASAW00012171,19720131,Female
NASAW00012172,19720301,Male
NASAW00012173,19670312,Male
NASAW00012174,19661104,Male
NASAW00012175,19660909,Male
NASAW00012176,19661112,Male
NASAW00012177,19600923,Male
NASAW00012178,19591108,Male
NASAW00012179,19410408,Female
NASAW00012180,19420317,Female
NASAW00012181,19420218,Female
NASAW00012182,19660606,Female
NASAW00012183,19660425,Female
NASAW00012184,19660607,Male
NASAW00012185,19660124,Female
NASAW00012186,19710509,Male
NASAW00012187,19660119,Male
NASAW00012188,99991120,Female
NASAW00012189,19710215,Female
NASAW00012190,19660616,Male
NASAW00012191,19650406,Female
NASAW00012192,19600525,Female
NASAW00012193,19590804,Male
NASAW00012194,19590114,Female
NASAW00012195,19700520,Female
NASAW00012196,19590307,Female
NASAW00012197,19580715,Male
NASAW00012198,19580814,Male
NASAW00012199,19571105,Female
NASAW00012200,19430120,Male
NASAW00012201,19440203,Female
NASAW00012202,19431122,Male
NASAW00012203,19430903,Male
NASAW00012204,19430802,Male
NASAW00012205,19440331,Female
NASAW00012206,19441009,Female
NASAW00012207,19451218,Male
NASAW00012208,19450818,Female
NASAW00012209,19451224,Female
NASAW00012210,19840324,Male
NASAW00012211,19850223,Male
NASAW00012212,19741116,Female
NASAW00012213,19740129,Male
NASAW00012214,19680319,Female
NASAW00012215,19680612,Female
NASAW00012216,19670930,Male
NASAW00012217,19661231,Male
NASAW00012218,19670526,Male
NASAW00012219,19771008,Male
NASAW00012220,19660716,Female
NASAW00012221,19660709,Female
NASAW00012222,19660917,Female
NASAW00012223,19660819,Female
NASAW00012224,19410317,Male
NASAW00012225,19640501,Female
NASAW00012226,19680406,Female
NASAW00012227,19630208,Female
NASAW00012228,19630223,Female
NASAW00012229,19620517,Female
NASAW00012230,19610811,Male
NASAW00012231,19600915,Female
NASAW00012232,19601011,Male
NASAW00012233,19601105,Male
NASAW00012234,19590825,Male
NASAW00012235,19490522,Female
NASAW00012236,19461204,Female
NASAW00012237,19520507,Female
NASAW00012238,19520724,Female
NASAW00012239,19471129,Male
NASAW00012240,19860603,Male
NASAW00012241,19850505,Female
NASAW00012242,19840803,Male
NASAW00012243,19851115,Female
NASAW00012244,19860522,Female
NASAW00012245,19840525,Male
NASAW00012246,19850410,Male
NASAW00012247,19850416,Female
NASAW00012248,99990911,Male
NASAW00012249,19840315,Male
NASAW00012250,19821006,Female
NASAW00012251,19821007,Male
NASAW00012252,19830331,Male
NASAW00012253,19820814,Female
NASAW00012254,19480825,Male
NASAW00012255,19780130,Female
NASAW00012256,19721019,Female
NASAW00012257,19661004,Male
NASAW00012258,19670327,Female
NASAW00012259,19720412,Female
NASAW00012260,19720501,Female
NASAW00012261,19660425,Female
NASAW00012262,19651119,Female
NASAW00012263,19650912,Male
NASAW00012264,19760816,Male
NASAW00012265,19641230,Male
NASAW00012266,19700313,Female
NASAW00012267,19631107,Male
NASAW00012268,19631030,Male
NASAW00012269,19710610,Male
NASAW00012270,19660309,Female
NASAW00012271,19650315,Male
NASAW00012272,19650608,Male
NASAW00012273,19640412,Male
NASAW00012274,19760325,Male
NASAW00012275,19810607,Female
NASAW00012276,19760110,Female
NASAW00012277,19741020,Female
NASAW00012278,19740706,Female
NASAW00012279,19751219,Male
NASAW00012280,19810604,Female
NASAW00012281,19810419,Female
NASAW00012282,19810103,Male
NASAW00012283,19800806,Male
NASAW00012284,19800928,Female
NASAW00012285,19750528,Female
NASAW00012286,19750306,Male
NASAW00012287,19570630,Male
NASAW00012288,19840917,Female
NASAW00012289,19840916,Male
NASAW00012290,19731023,Female
NASAW00012291,19491017,Male
NASAW00012292,19550321,Male
NASAW00012293,19491114,Female
NASAW00012294,19500531,Male
NASAW00012295,19560317,Male
NASAW00012296,19610811,Male
NASAW00012297,19500708,Female
NASAW00012298,19501118,Female
NASAW00012299,19501208,Male
NASAW00012300,19520115,Female
NASAW00012301,19520603,Female
NASAW00012302,19510830,Male
NASAW00012303,19511014,Female
NASAW00012304,19570601,Male
NASAW00012305,19600103,Male
NASAW00012306,19581204,Male
NASAW00012307,19600512,Male
NASAW00012308,19701019,Female
NASAW00012309,19600403,Male
NASAW00012310,19600108,Female
NASAW00012311,19650615,Male
NASAW00012312,19700506,Male
NASAW00012313,19581203,Male
NASAW00012314,19590320,Female
NASAW00012315,19590319,Female
NASAW00012316,19641121,Male
NASAW00012317,19590324,Male
NASAW00012318,19581031,Female
NASAW00012319,19580108,Female
NASAW00012320,19630614,Female
NASAW00012321,19560814,Female
NASAW00012322,19570129,Female
NASAW00012323,19620111,Male
NASAW00012324,19560826,Male
NASAW00012325,19560914,Female
NASAW00012326,19560802,Male
NASAW00012327,19610114,Male
NASAW00012328,19550915,Male
NASAW00012329,19560421,Female
NASAW00012330,19541219,Male
NASAW00012331,19540114,Female
NASAW00012332,19540207,Male
NASAW00012333,19540518,Male
NASAW00012334,19590817,Male
NASAW00012335,19590219,Male
NASAW00012336,19530105,Male
NASAW00012337,19810407,Male
NASAW00012338,19820105,Female
NASAW00012339,19820105,Male
NASAW00012340,19820505,Female
NASAW00012341,19820309,Female
NASAW00012342,19800905,Female
NASAW00012343,19791202,Female
NASAW00012344,19801129,Female
NASAW00012345,19801224,Female
NASAW00012346,19801118,Male
NASAW00012347,19800820,Female
NASAW00012348,19790824,Male
NASAW00012349,19800123,Female
NASAW00012350,19840222,Male
NASAW00012351,19840928,Female
NASAW00012352,19780902,Male
NASAW00012353,19841016,Male
NASAW00012354,19840803,Male
NASAW00012355,19840319,Female
NASAW00012356,19770218,Female
NASAW00012357,19820403,Female
NASAW00012358,19750826,Female
NASAW00012359,19750819,Female
NASAW00012360,19770122,Male
NASAW00012361,19820328,Female
NASAW00012362,19520702,Male
NASAW00012363,19470624,Female
NASAW00012364,19470427,Female
NASAW00012365,19530208,Male
NASAW00012366,19480107,Female
NASAW00012367,19790219,Female
NASAW00012368,19781220,Male
NASAW00012369,19690404,Male
NASAW00012370,19681224,Male
NASAW00012371,19680813,Female
NASAW00012372,19690317,Male
NASAW00012373,19850802,Male
NASAW00012374,19850925,Female
NASAW00012375,19850823,Male
NASAW00012376,19850929,Female
NASAW00012377,19850911,Male
NASAW00012378,19850216,Female
NASAW00012379,19840216,Female
NASAW00012380,19790904,Male
NASAW00012381,19850213,Male
NASAW00012382,19831108,Female
NASAW00012383,19781018,Male
NASAW00012384,19790331,Female
NASAW00012385,19780924,Female
NASAW00012386,19771006,Female
NASAW00012387,19831224,Female
NASAW00012388,19780116,Female
NASAW00012389,19780103,Male
NASAW00012390,19830914,Female
NASAW00012391,19830220,Female
NASAW00012392,19770122,Female
NASAW00012393,19770112,Female
NASAW00012394,19820309,Female
NASAW00012395,19820421,Male
NASAW00012396,19761011,Female
NASAW00012397,19750911,Male
NASAW00012398,19770108,Female
NASAW00012399,19770311,Male
NASAW00012400,19770511,Male
NASAW00012401,19820505,Female
NASAW00012402,19760911,Male
NASAW00012403,19761215,Male
NASAW00012404,19820806,Female
NASAW00012405,19760318,Male
NASAW00012406,19750722,Male
NASAW00012407,19810823,Male
NASAW00012408,19750805,Male
NASAW00012409,19800919,Female
NASAW00012410,19810604,Female
NASAW00012411,19810331,Male
NASAW00012412,19360418,Female
NASAW00012413,19770303,Male
NASAW00012414,19711219,Male
NASAW00012415,19720501,Female
NASAW00012416,19830207,Female
NASAW00012417,19771121,Female
NASAW00012418,19590423,Male
NASAW00012419,19581203,Female
NASAW00012420,19590217,Male
NASAW00012421,19640308,Male
NASAW00012422,19590422,Female
NASAW00012423,19701019,Female
NASAW00012424,19650920,Female
NASAW00012425,19590902,Male
NASAW00012426,19600322,Male
NASAW00012427,19590808,Female
NASAW00012428,19600806,Male
NASAW00012429,19610526,Male
NASAW00012430,19600928,Female
NASAW00012431,19600917,Male
NASAW00012432,19610121,Male
NASAW00012433,19660716,Male
NASAW00012434,19600905,Male
NASAW00012435,19610408,Female
NASAW00012436,19601215,Male
NASAW00012437,19711209,Male
NASAW00012438,19661015,Female
NASAW00012439,19611123,Female
NASAW00012440,19620411,Male
NASAW00012441,19630521,Male
NASAW00012442,19630201,Female
NASAW00012443,19621119,Male
NASAW00012444,19621020,Female
NASAW00012445,19620924,Male
NASAW00012446,19630131,Female
NASAW00012447,19630423,Male
NASAW00012448,19741113,Female
NASAW00012449,19630906,Male
NASAW00012450,19640322,Male
NASAW00012451,19640207,Female
NASAW00012452,19640523,Male
NASAW00012453,19631107,Female
NASAW00012454,19640829,Male
NASAW00012455,19641007,Male
NASAW00012456,19650212,Male
NASAW00012457,19650301,Female
NASAW00012458,19731124,Female
NASAW00012459,19740313,Female
NASAW00012460,19740523,Female
NASAW00012461,19790224,Female
NASAW00012462,19731209,Male
NASAW00012463,19740523,Male
NASAW00012464,19730413,Male
NASAW00012465,19780219,Female
NASAW00012466,19721023,Male
NASAW00012467,19831001,Female
NASAW00012468,19781021,Male
NASAW00012469,19720218,Male
NASAW00012470,19710806,Female
NASAW00012471,19721110,Female
NASAW00012472,19770905,Male
NASAW00012473,19720514,Male
NASAW00012474,19771218,Female
NASAW00012475,19700922,Male
NASAW00012476,19810802,Male
NASAW00012477,19710622,Female
NASAW00012478,19700817,Male
NASAW00012479,19701109,Female
NASAW00012480,19801010,Female
NASAW00012481,19700307,Male
NASAW00012482,19690903,Male
NASAW00012483,19691002,Female
NASAW00012484,19750331,Female
NASAW00012485,19750322,Female
NASAW00012486,19800805,Female
NASAW00012487,19750403,Male
NASAW00012488,19681108,Male
NASAW00012489,19771021,Male
NASAW00012490,19720125,Female
NASAW00012491,19710806,Male
NASAW00012492,19720303,Female
NASAW00012493,19701221,Male
NASAW00012494,19750815,Female
NASAW00012495,19690912,Male
NASAW00012496,19800718,Female
NASAW00012497,19690321,Female
NASAW00012498,19791014,Male
NASAW00012499,19840201,Female
NASAW00012500,19840812,Female
NASAW00012501,19850312,Male
NASAW00012502,19850517,Male
NASAW00012503,19850216,Female
NASAW00012504,19680819,Male
NASAW00012505,19680802,Male
NASAW00012506,19681229,Male
NASAW00012507,19730922,Male
NASAW00012508,19680129,Female
NASAW00012509,19670819,Male
NASAW00012510,19680519,Male
NASAW00012511,19830914,Male
NASAW00012512,19831119,Female
NASAW00012513,19830917,Male
NASAW00012514,19830608,Female
NASAW00012515,19821201,Female
NASAW00012516,19821124,Female
NASAW00012517,19830222,Female
NASAW00012518,19830327,Female
NASAW00012519,19830616,Male
NASAW00012520,19820525,Male
NASAW00012521,19800711,Female
NASAW00012522,19820307,Female
NASAW00012523,19820602,Male
NASAW00012524,19800723,Female
NASAW00012525,19801025,Female
NASAW00012526,19860515,Female
NASAW00012527,19650523,Male
NASAW00012528,19640829,Male
NASAW00012529,19650409,Male
NASAW00012530,19771123,Female
NASAW00012531,19771231,Female
NASAW00012532,19780906,Male
NASAW00012533,19460507,Male
NASAW00012534,19671213,Female
NASAW00012535,19730214,Male
NASAW00012536,19661215,Male
NASAW00012537,19720314,Male
NASAW00012538,19670218,Female
NASAW00012539,19401122,Male
NASAW00012540,19420306,Male
NASAW00012541,19680402,Male
NASAW00012542,19671225,Male
NASAW00012543,19630720,Male
NASAW00012544,19630924,Male
NASAW00012545,19680229,Male
NASAW00012546,19620516,Male
NASAW00012547,19781021,Male
NASAW00012548,19600806,Female
NASAW00012549,19600806,Female
NASAW00012550,19600401,Male
NASAW00012551,19481129,Male
